end_date,state,pollster,population,sample_size,numeric_grade,poll_score,pct,candidate,national_poll,recency,sample_size_weight,recency_weight,combined_weight
2024-09-05,National,Pollster C,lv,1596,0.5805412780027837,0.2094119250541553,60.7,Donald Trump,1,61,0.6939130434782609,0.002242867719485801,0.0015563551653475385
2024-09-03,Pennsylvania,Pollster A,rv,98,0.8358048998052254,0.2024942059069872,65.9,Kamala Harris,0,63,0.042608695652173914,0.0018363047770289056,7.824255136905772e-5
2024-08-02,Pennsylvania,Pollster B,rv,638,0.6939616841264069,-0.1470244824886322,53.4,Donald Trump,0,95,0.2773913043478261,7.48518298877006e-5,2.0763246725370865e-5
2024-08-05,National,Pollster C,lv,2207,1.2423004758311436,0.47665682260412723,49.8,Donald Trump,1,92,0.9595652173913043,1.0103940183709324e-4,9.695389558889773e-5
2024-07-30,North Carolina,Pollster C,lv,71,1.8918838265817612,1.5642359895864502,58.5,Kamala Harris,0,98,0.030869565217391304,5.5451599432176945e-5,1.7117667650802448e-6
2024-09-11,Georgia,Pollster D,rv,1031,1.3168597187614068,-0.7480333141284063,34.4,Kamala Harris,0,55,0.4482608695652174,0.004086771438464067,0.0018319397187201967
2024-09-07,North Carolina,Pollster D,rv,374,2.3784919939935207,0.0434460632968694,36.7,Donald Trump,0,59,0.16260869565217392,0.0027394448187683684,4.454575487910304e-4
2024-08-07,Nevada,Pollster C,rv,1555,0.9625313560245559,0.22452986927237362,60.1,Donald Trump,0,90,0.6760869565217391,1.2340980408667956e-4,8.343575884990727e-5
2024-10-24,Arizona,Pollster A,lv,1553,2.358349614776671,-1.3129581781104207,36.9,Kamala Harris,0,12,0.6752173913043479,0.301194211912202,0.20337157004332598
2024-08-02,North Carolina,Pollster A,lv,1146,2.604761447990313,-0.06805373076349497,45.9,Kamala Harris,0,95,0.49826086956521737,7.48518298877006e-5,3.729573784839343e-5
2024-07-24,Georgia,Pollster C,rv,221,1.4875707217724994,-1.098853457486257,73.8,Kamala Harris,0,104,0.09608695652173913,3.0432483008403625e-5,2.9241646716770438e-6
2024-08-30,Pennsylvania,Pollster D,rv,2298,1.1568056182004511,-0.9171888997079805,37.9,Kamala Harris,0,67,0.9991304347826087,0.001230911902673481,0.001229841544497243
2024-08-02,Pennsylvania,Pollster D,lv,2043,2.9858978402335197,1.8546680617146194,53.9,Donald Trump,0,95,0.8882608695652174,7.48518298877006e-5,6.648795150459666e-5
2024-09-10,Arizona,Pollster B,rv,2081,2.8576925869565457,1.108309888630174,77.4,Donald Trump,0,56,0.9047826086956522,0.003697863716482929,0.003345762780000424
2024-08-08,National,Pollster B,rv,804,0.6568160962779075,1.0995980036677793,50.1,Donald Trump,1,89,0.34956521739130436,1.363889264820114e-4,4.767682473545094e-5
2024-08-06,Nevada,Pollster B,lv,1522,2.5088282774668187,-0.8074380074394867,66.7,Donald Trump,0,91,0.6617391304347826,1.1166580849011478e-4,7.389363500954552e-5
2024-10-28,Michigan,Pollster A,rv,642,0.6028335490263999,0.5158784146187827,55.7,Kamala Harris,0,8,0.2791304347826087,0.44932896411722156,0.12542138911445924
2024-08-20,Arizona,Pollster D,lv,887,0.7287342236377299,1.2447704108199105,44.9,Donald Trump,0,77,0.38565217391304346,4.5282718288679695e-4,1.7463378748721256e-4
2024-07-29,Wisconsin,Pollster D,lv,1347,2.989319809828885,-0.26423189020715654,78.5,Kamala Harris,0,99,0.5856521739130435,5.017468205617528e-5,2.9384911621594827e-5
2024-10-28,Pennsylvania,Pollster B,lv,1207,2.3396293889964,1.992193637532182,76.6,Kamala Harris,0,8,0.5247826086956522,0.44932896411722156,0.23580002595195063
2024-09-29,Michigan,Pollster B,rv,1307,1.4606089594308287,0.4244446172378957,74.8,Donald Trump,0,37,0.5682608695652174,0.024723526470339388,0.01404941265075373
2024-09-12,Pennsylvania,Pollster B,lv,1674,1.9379247272154316,1.5377460505114868,75.9,Donald Trump,0,54,0.7278260869565217,0.004516580942612666,0.003287285433884175
2024-10-02,Pennsylvania,Pollster C,lv,1438,2.515629129600711,0.17140292236581445,74.4,Kamala Harris,0,34,0.6252173913043478,0.033373269960326066,0.020865548783890818
2024-08-03,Georgia,Pollster C,lv,1532,1.0511022359132767,0.08353195572271943,31.1,Kamala Harris,0,94,0.6660869565217391,8.272406555663223e-5,5.510142105772199e-5
2024-10-08,North Carolina,Pollster D,lv,197,1.3469408057862893,-1.2173300539143384,78.8,Donald Trump,0,28,0.08565217391304347,0.06081006262521795,0.005208514059638233
2024-09-11,Nevada,Pollster C,lv,279,2.71134435152635,-1.439341802499257,32.1,Donald Trump,0,55,0.12130434782608696,0.004086771438464067,4.957431440571629e-4
2024-10-21,Michigan,Pollster C,rv,1905,2.5288574014557526,1.8911686938954517,35.1,Donald Trump,0,15,0.8282608695652174,0.22313016014842982,0.1848099804707647
2024-07-29,Arizona,Pollster B,lv,632,1.86991860345006,1.232690064352937,61.2,Donald Trump,0,99,0.2747826086956522,5.017468205617528e-5,1.3787130025870774e-5
2024-10-03,Georgia,Pollster D,lv,1444,2.9010088824434206,-0.7394886261317879,66.2,Donald Trump,0,33,0.6278260869565218,0.036883167401239994,0.02315621466408285
2024-08-14,Georgia,Pollster C,rv,1941,2.764696372440085,0.8864723582519218,34.7,Donald Trump,0,83,0.8439130434782609,2.4851682710795185e-4,2.0972659192023242e-4
2024-10-02,National,Pollster C,lv,270,1.4337410953594372,-1.0448945163516328,63.5,Kamala Harris,1,34,0.11739130434782609,0.033373269960326066,0.003917731690994799
2024-09-22,North Carolina,Pollster C,lv,2273,0.726027081371285,-0.17375523643568158,59.5,Kamala Harris,0,44,0.9882608695652174,0.012277339903068436,0.012133214608554155
2024-08-24,Pennsylvania,Pollster D,lv,1988,0.5499210943235084,0.37685436045285314,71,Donald Trump,0,73,0.8643478260869565,6.755387751938437e-4,5.839004717762441e-4
2024-08-21,National,Pollster D,lv,1759,2.2918370821280405,1.3518788204528391,49,Kamala Harris,1,76,0.7647826086956522,5.004514334406104e-4,3.8273655279218855e-4
2024-10-04,Wisconsin,Pollster D,rv,1471,2.8422956245485693,0.3241863122675568,48.7,Donald Trump,0,32,0.6395652173913043,0.04076220397836621,0.026070087848772478
2024-08-23,Arizona,Pollster A,lv,483,1.8991724868537858,0.18503279623109847,38.5,Kamala Harris,0,74,0.21,6.112527611295723e-4,1.2836307983721018e-4
2024-09-24,North Carolina,Pollster B,rv,1438,2.07965999271255,-0.5793545845663175,32.2,Kamala Harris,0,42,0.6252173913043478,0.014995576820477703,0.009375495420803017
2024-08-06,National,Pollster C,rv,1619,1.0024272529408336,-1.3818896155571565,30.2,Donald Trump,1,91,0.7039130434782609,1.1166580849011478e-4,7.860301910673732e-5
2024-09-19,Michigan,Pollster A,lv,937,1.6127451033098623,1.2770147832343355,41.7,Kamala Harris,0,47,0.4073913043478261,0.009095277101695816,0.003705336801864774
2024-10-08,Pennsylvania,Pollster A,lv,910,1.4785696672042832,-0.7377914448734373,72.8,Donald Trump,0,28,0.39565217391304347,0.06081006262521795,0.0240596334734558
2024-09-16,Michigan,Pollster C,lv,657,2.036043391097337,-0.5547032009344548,70.3,Kamala Harris,0,50,0.2856521739130435,0.006737946999085467,0.0019247092079996313
2024-08-04,North Carolina,Pollster A,lv,1402,1.4350413334323093,-0.34565290343016386,51.4,Kamala Harris,0,93,0.6095652173913043,9.142423147817327e-5,5.5729031535825615e-5
2024-08-05,National,Pollster A,rv,291,1.769599063671194,-0.6571277143666521,47,Donald Trump,1,92,0.1265217391304348,1.0103940183709324e-4,1.2783680841127885e-5
2024-08-16,Nevada,Pollster D,lv,631,1.1849985115695745,-1.3076417940901592,52.9,Donald Trump,0,81,0.2743478260869565,3.035391380788668e-4,8.327530266424563e-5
2024-10-15,Georgia,Pollster C,lv,1938,2.951612946460955,1.0495719173923135,46.8,Donald Trump,0,21,0.8426086956521739,0.1224564282529819,0.1031828512844691
2024-09-16,Wisconsin,Pollster C,lv,1537,1.4727239917265251,0.6009356532013044,38.3,Kamala Harris,0,50,0.6682608695652174,0.006737946999085467,0.004502706320693201
2024-08-10,National,Pollster D,rv,1920,2.2703504901146516,1.4193016201024875,53.9,Kamala Harris,1,87,0.8347826086956521,1.6658581098763324e-4,1.390629378679373e-4
2024-08-30,Georgia,Pollster C,lv,414,2.9227464868454263,1.5917580869281664,73.4,Kamala Harris,0,67,0.18,0.001230911902673481,2.2156414248122657e-4
2024-10-31,National,Pollster A,lv,402,2.3147104704985395,-1.0309039604617283,73.8,Donald Trump,1,5,0.17478260869565218,0.6065306597126334,0.10601101095846897
2024-08-22,Wisconsin,Pollster B,lv,1085,1.3879955927841365,0.3476140507264063,50.3,Donald Trump,0,75,0.4717391304347826,5.530843701478336e-4,2.6091153983060845e-4
2024-09-13,Pennsylvania,Pollster D,lv,2168,2.853859439608641,-0.3428812009515241,35.9,Donald Trump,0,53,0.9426086956521739,0.004991593906910213,0.004705119821817974
2024-08-16,North Carolina,Pollster B,lv,783,0.6197917090030387,-0.14408483740407974,30.4,Donald Trump,0,81,0.34043478260869564,3.035391380788668e-4,1.0333528048510986e-4
2024-09-24,Georgia,Pollster D,rv,1315,2.6867868688423187,-0.819460308062844,36.9,Donald Trump,0,42,0.5717391304347826,0.014995576820477703,0.008573558051707904
2024-09-30,North Carolina,Pollster C,rv,902,0.5326391606358811,-1.1003052302403376,33.6,Donald Trump,0,36,0.39217391304347826,0.02732372244729256,0.010715651151068647
2024-10-05,Wisconsin,Pollster D,rv,2250,0.7765666483901441,1.472879785229452,52.9,Donald Trump,0,31,0.9782608695652174,0.0450492023935578,0.044069871906741324
2024-07-23,Michigan,Pollster B,lv,833,1.7168796506011859,-0.452500268118456,34.8,Kamala Harris,0,105,0.36217391304347823,2.7536449349747158e-5,9.97298361232147e-6
