pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,national_poll,recent_poll
RMG Research,2.3,Florida,Donald Trump,REP,52,788,Voters,Online Panel,0,Recent
Siena,2.7,New York,Kamala Harris,DEM,54,872,Voters,Live Phone,0,Recent
Siena,2.7,New York,Donald Trump,REP,37,872,Voters,Live Phone,0,Recent
Siena,2.7,New York,Kamala Harris,DEM,58,872,Voters,Live Phone,0,Recent
Siena,2.7,New York,Donald Trump,REP,39,872,Voters,Live Phone,0,Recent
AtlasIntel,2.7,NA,Kamala Harris,DEM,47.6,4180,Voters,Online Ad,1,Recent
AtlasIntel,2.7,NA,Donald Trump,REP,50.7,4180,Voters,Online Ad,1,Recent
AtlasIntel,2.7,NA,Kamala Harris,DEM,48.1,4180,Voters,Online Ad,1,Recent
AtlasIntel,2.7,NA,Donald Trump,REP,50.8,4180,Voters,Online Ad,1,Recent
AtlasIntel,2.7,Arizona,Kamala Harris,DEM,48.6,1440,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Arizona,Donald Trump,REP,49.2,1440,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Arizona,Kamala Harris,DEM,49.3,1440,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Arizona,Donald Trump,REP,49.2,1440,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Georgia,Kamala Harris,DEM,48.1,1411,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Georgia,Donald Trump,REP,49.5,1411,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Georgia,Kamala Harris,DEM,48.4,1411,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Georgia,Donald Trump,REP,50.1,1411,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Michigan,Kamala Harris,DEM,46.8,1529,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Michigan,Donald Trump,REP,49.6,1529,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Michigan,Kamala Harris,DEM,47.3,1529,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Michigan,Donald Trump,REP,50.2,1529,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Nevada,Kamala Harris,DEM,48.1,1171,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Nevada,Donald Trump,REP,48.4,1171,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Nevada,Kamala Harris,DEM,48.4,1171,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Nevada,Donald Trump,REP,48.3,1171,Voters,Online Ad,0,Recent
AtlasIntel,2.7,North Carolina,Kamala Harris,DEM,49.5,1674,Voters,Online Ad,0,Recent
AtlasIntel,2.7,North Carolina,Donald Trump,REP,48.8,1674,Voters,Online Ad,0,Recent
AtlasIntel,2.7,North Carolina,Kamala Harris,DEM,50.5,1674,Voters,Online Ad,0,Recent
AtlasIntel,2.7,North Carolina,Donald Trump,REP,48.8,1674,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Pennsylvania,Kamala Harris,DEM,46.5,2048,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Pennsylvania,Donald Trump,REP,49.8,2048,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Pennsylvania,Kamala Harris,DEM,47.4,2048,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Pennsylvania,Donald Trump,REP,49.9,2048,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Wisconsin,Kamala Harris,DEM,48.9,932,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Wisconsin,Donald Trump,REP,48.2,932,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Wisconsin,Kamala Harris,DEM,49,932,Voters,Online Ad,0,Recent
AtlasIntel,2.7,Wisconsin,Donald Trump,REP,48.4,932,Voters,Online Ad,0,Recent
TIPP,1.8,NA,Kamala Harris,DEM,49,1228,Voters,Online Panel,1,Recent
TIPP,1.8,NA,Donald Trump,REP,46,1228,Voters,Online Panel,1,Recent
Emerson,2.9,NA,Kamala Harris,DEM,49.5,1000,Voters,IVR/Online Panel/Text-to-Web,1,Recent
Emerson,2.9,NA,Donald Trump,REP,49.2,1000,Voters,IVR/Online Panel/Text-to-Web,1,Recent
OnMessage Inc.,1.1,NA,Kamala Harris,DEM,45,800,Voters,Online Panel,1,Recent
OnMessage Inc.,1.1,NA,Donald Trump,REP,46,800,Voters,Online Panel,1,Recent
RMG Research,2.3,NA,Kamala Harris,DEM,50,2950,Voters,Online Panel,1,Recent
RMG Research,2.3,NA,Donald Trump,REP,49,2950,Voters,Online Panel,1,Recent
TIPP,1.8,Georgia,Kamala Harris,DEM,48.8,1029,Voters,Online Panel,0,Recent
TIPP,1.8,Georgia,Donald Trump,REP,45.8,1029,Voters,Online Panel,0,Recent
TIPP,1.8,Georgia,Kamala Harris,DEM,48.3,813,Voters,Online Panel,0,Recent
TIPP,1.8,Georgia,Donald Trump,REP,48.5,813,Voters,Online Panel,0,Recent
TIPP,1.8,Georgia,Kamala Harris,DEM,48.3,1029,Voters,Online Panel,0,Recent
TIPP,1.8,Georgia,Donald Trump,REP,44.8,1029,Voters,Online Panel,0,Recent
TIPP,1.8,Georgia,Kamala Harris,DEM,49,813,Voters,Online Panel,0,Recent
TIPP,1.8,Georgia,Donald Trump,REP,48.5,813,Voters,Online Panel,0,Recent
Morning Consult,1.9,NA,Kamala Harris,DEM,50,8756,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Donald Trump,REP,46,8756,Voters,Online Panel,1,Recent
Mason-Dixon,2.6,South Dakota,Kamala Harris,DEM,33,500,Voters,Live Phone,0,Recent
Mason-Dixon,2.6,South Dakota,Donald Trump,REP,59,500,Voters,Live Phone,0,Recent
YouGov,3,Arizona,Kamala Harris,DEM,48,1435,Voters,Online Panel,0,Recent
YouGov,3,Arizona,Donald Trump,REP,51,1435,Voters,Online Panel,0,Recent
UMass Amherst/YouGov,2.4,NA,Kamala Harris,DEM,48,1412,Adults,Online Panel,1,Recent
UMass Amherst/YouGov,2.4,NA,Donald Trump,REP,46,1412,Adults,Online Panel,1,Recent
RMG Research,2.3,Wisconsin,Kamala Harris,DEM,49,787,Voters,Online Panel,0,Recent
RMG Research,2.3,Wisconsin,Donald Trump,REP,50,787,Voters,Online Panel,0,Recent
RMG Research,2.3,Michigan,Kamala Harris,DEM,49,789,Voters,Online Panel,0,Recent
RMG Research,2.3,Michigan,Donald Trump,REP,49,789,Voters,Online Panel,0,Recent
U. Georgia SPIA,2.2,Georgia,Kamala Harris,DEM,43.4,1000,Voters,Live Phone,0,Recent
U. Georgia SPIA,2.2,Georgia,Donald Trump,REP,47,1000,Voters,Live Phone,0,Recent
InsiderAdvantage,2,Georgia,Kamala Harris,DEM,47,800,Voters,NA,0,Recent
InsiderAdvantage,2,Georgia,Donald Trump,REP,49,800,Voters,NA,0,Recent
TIPP,1.8,NA,Kamala Harris,DEM,50,1248,Voters,Online Panel,1,Recent
TIPP,1.8,NA,Donald Trump,REP,46,1248,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Kamala Harris,DEM,50,8839,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Donald Trump,REP,46,8839,Voters,Online Panel,1,Recent
YouGov,3,NA,Kamala Harris,DEM,48,1457,Voters,Online Panel,1,Recent
YouGov,3,NA,Donald Trump,REP,45,1457,Voters,Online Panel,1,Recent
YouGov,3,NA,Kamala Harris,DEM,49,1314,Voters,Online Panel,1,Recent
YouGov,3,NA,Donald Trump,REP,45,1314,Voters,Online Panel,1,Recent
Fabrizio/Impact,1.7,Nevada,Kamala Harris,DEM,46,600,Voters,Live Phone/Text-to-Web,0,Recent
Fabrizio/Impact,1.7,Nevada,Donald Trump,REP,47,600,Voters,Live Phone/Text-to-Web,0,Recent
Fabrizio/Impact,1.7,Nevada,Kamala Harris,DEM,47,600,Voters,Live Phone/Text-to-Web,0,Recent
Fabrizio/Impact,1.7,Nevada,Donald Trump,REP,49,600,Voters,Live Phone/Text-to-Web,0,Recent
PPIC,2.5,California,Kamala Harris,DEM,59,1137,Voters,Probability Panel,0,Recent
PPIC,2.5,California,Donald Trump,REP,33,1137,Voters,Probability Panel,0,Recent
Morning Consult,1.9,Arizona,Kamala Harris,DEM,49,653,Voters,Online Panel,0,Recent
Morning Consult,1.9,Arizona,Donald Trump,REP,48,653,Voters,Online Panel,0,Recent
Morning Consult,1.9,Georgia,Kamala Harris,DEM,48,1002,Voters,Online Panel,0,Recent
Morning Consult,1.9,Georgia,Donald Trump,REP,49,1002,Voters,Online Panel,0,Recent
Morning Consult,1.9,Maryland,Kamala Harris,DEM,64,490,Voters,Online Panel,0,Recent
Morning Consult,1.9,Maryland,Donald Trump,REP,31,490,Voters,Online Panel,0,Recent
Morning Consult,1.9,Michigan,Kamala Harris,DEM,49,1065,Voters,Online Panel,0,Recent
Morning Consult,1.9,Michigan,Donald Trump,REP,47,1065,Voters,Online Panel,0,Recent
Morning Consult,1.9,Nevada,Kamala Harris,DEM,49,496,Voters,Online Panel,0,Recent
Morning Consult,1.9,Nevada,Donald Trump,REP,45,496,Voters,Online Panel,0,Recent
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,48,1072,Voters,Online Panel,0,Recent
Morning Consult,1.9,North Carolina,Donald Trump,REP,49,1072,Voters,Online Panel,0,Recent
Morning Consult,1.9,Ohio,Kamala Harris,DEM,45,1243,Voters,Online Panel,0,Recent
Morning Consult,1.9,Ohio,Donald Trump,REP,52,1243,Voters,Online Panel,0,Recent
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,49,1395,Voters,Online Panel,0,Recent
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,48,1395,Voters,Online Panel,0,Recent
Morning Consult,1.9,Texas,Kamala Harris,DEM,46,2048,Voters,Online Panel,0,Recent
Morning Consult,1.9,Texas,Donald Trump,REP,50,2048,Voters,Online Panel,0,Recent
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,47,527,Voters,Online Panel,0,Recent
Morning Consult,1.9,Wisconsin,Donald Trump,REP,48,527,Voters,Online Panel,0,Recent
Washington Post/George Mason University,2.7,Arizona,Kamala Harris,DEM,44,580,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Arizona,Donald Trump,REP,50,580,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Arizona,Kamala Harris,DEM,46,580,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Arizona,Donald Trump,REP,49,580,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Georgia,Kamala Harris,DEM,50,730,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Georgia,Donald Trump,REP,44,730,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Georgia,Kamala Harris,DEM,51,730,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Georgia,Donald Trump,REP,47,730,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Michigan,Kamala Harris,DEM,46,687,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Michigan,Donald Trump,REP,47,687,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Michigan,Kamala Harris,DEM,49,687,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Michigan,Donald Trump,REP,47,687,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Nevada,Kamala Harris,DEM,47,652,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Nevada,Donald Trump,REP,44,652,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Nevada,Kamala Harris,DEM,48,652,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Nevada,Donald Trump,REP,48,652,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,North Carolina,Kamala Harris,DEM,45,965,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,North Carolina,Donald Trump,REP,49,965,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,North Carolina,Kamala Harris,DEM,47,965,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,North Carolina,Donald Trump,REP,50,965,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Pennsylvania,Kamala Harris,DEM,49,707,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Pennsylvania,Donald Trump,REP,46,707,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Pennsylvania,Kamala Harris,DEM,49,707,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Pennsylvania,Donald Trump,REP,47,707,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Wisconsin,Kamala Harris,DEM,50,695,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Wisconsin,Donald Trump,REP,46,695,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Wisconsin,Kamala Harris,DEM,50,695,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Washington Post/George Mason University,2.7,Wisconsin,Donald Trump,REP,47,695,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web,0,Recent
Mitchell,2.4,Michigan,Kamala Harris,DEM,47,589,Voters,NA,0,Recent
Mitchell,2.4,Michigan,Donald Trump,REP,47,589,Voters,NA,0,Recent
Mitchell,2.4,Michigan,Kamala Harris,DEM,47.4,589,Voters,NA,0,Recent
Mitchell,2.4,Michigan,Donald Trump,REP,48.5,589,Voters,NA,0,Recent
TIPP,1.8,NA,Kamala Harris,DEM,49,1198,Voters,Online Panel,1,Recent
TIPP,1.8,NA,Donald Trump,REP,46,1198,Voters,Online Panel,1,Recent
Patriot Polling,1.1,Wisconsin,Kamala Harris,DEM,49,803,Voters,IVR,0,Recent
Patriot Polling,1.1,Wisconsin,Donald Trump,REP,50,803,Voters,IVR,0,Recent
Emerson,2.9,California,Kamala Harris,DEM,61,1000,Voters,IVR/Online Panel,0,Recent
Emerson,2.9,California,Donald Trump,REP,36.6,1000,Voters,IVR/Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,North Carolina,Kamala Harris,DEM,46,620,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,48,620,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Arizona,Kamala Harris,DEM,46,1141,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,48,1141,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Florida,Kamala Harris,DEM,44,1009,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,50,1009,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Georgia,Kamala Harris,DEM,47,637,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,47,637,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Michigan,Kamala Harris,DEM,47,682,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,47,682,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Minnesota,Kamala Harris,DEM,51,544,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Minnesota,Donald Trump,REP,43,544,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Nevada,Kamala Harris,DEM,47,838,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Nevada,Donald Trump,REP,47,838,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,New Mexico,Kamala Harris,DEM,49,382,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,New Mexico,Donald Trump,REP,45,382,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Pennsylvania,Kamala Harris,DEM,48,1649,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,48,1649,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Wisconsin,Kamala Harris,DEM,48,641,Voters,Online Panel,0,Recent
Redfield & Wilton Strategies,1.8,Wisconsin,Donald Trump,REP,47,641,Voters,Online Panel,0,Recent
Cygnal,2.1,North Carolina,Kamala Harris,DEM,46.6,600,Voters,Live Phone/Text-to-Web,0,Recent
Cygnal,2.1,North Carolina,Donald Trump,REP,47.2,600,Voters,Live Phone/Text-to-Web,0,Recent
Morning Consult,1.9,NA,Kamala Harris,DEM,50,8929,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Donald Trump,REP,46,8929,Voters,Online Panel,1,Recent
Beacon/Shaw,2.8,NA,Kamala Harris,DEM,48,1110,Voters,Live Phone/Text-to-Web,1,Recent
Beacon/Shaw,2.8,NA,Donald Trump,REP,50,1110,Voters,Live Phone/Text-to-Web,1,Recent
Beacon/Shaw,2.8,NA,Kamala Harris,DEM,48,870,Voters,Live Phone/Text-to-Web,1,Recent
Beacon/Shaw,2.8,NA,Donald Trump,REP,50,870,Voters,Live Phone/Text-to-Web,1,Recent
Quinnipiac,2.8,Georgia,Kamala Harris,DEM,45,1328,Voters,Live Phone,0,Recent
Quinnipiac,2.8,Georgia,Donald Trump,REP,52,1328,Voters,Live Phone,0,Recent
Quinnipiac,2.8,Georgia,Kamala Harris,DEM,46,1328,Voters,Live Phone,0,Recent
Quinnipiac,2.8,Georgia,Donald Trump,REP,52,1328,Voters,Live Phone,0,Recent
Quinnipiac,2.8,North Carolina,Kamala Harris,DEM,49,1031,Voters,Live Phone,0,Recent
Quinnipiac,2.8,North Carolina,Donald Trump,REP,47,1031,Voters,Live Phone,0,Recent
Quinnipiac,2.8,North Carolina,Kamala Harris,DEM,50,1031,Voters,Live Phone,0,Recent
Quinnipiac,2.8,North Carolina,Donald Trump,REP,47,1031,Voters,Live Phone,0,Recent
SurveyUSA,2.8,Washington,Kamala Harris,DEM,57,703,Voters,Online Panel,0,Recent
SurveyUSA,2.8,Washington,Donald Trump,REP,35,703,Voters,Online Panel,0,Recent
East Carolina University,2.6,Georgia,Kamala Harris,DEM,45.8,701,Voters,IVR/Text-to-Web,0,Recent
East Carolina University,2.6,Georgia,Donald Trump,REP,48.9,701,Voters,IVR/Text-to-Web,0,Recent
Fairleigh Dickinson,2.6,NA,Kamala Harris,DEM,50,806,Voters,Live Phone/Text-to-Web,1,Recent
Fairleigh Dickinson,2.6,NA,Donald Trump,REP,47,806,Voters,Live Phone/Text-to-Web,1,Recent
TIPP,1.8,NA,Kamala Harris,DEM,49,1212,Voters,Online Panel,1,Recent
TIPP,1.8,NA,Donald Trump,REP,46,1212,Voters,Online Panel,1,Recent
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,49,2596,Voters,Online Panel,1,Recent
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,48,2596,Voters,Online Panel,1,Recent
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,51,2596,Voters,Online Panel,1,Recent
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,49,2596,Voters,Online Panel,1,Recent
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,51,3145,Voters,Online Panel,1,Recent
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,49,3145,Voters,Online Panel,1,Recent
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,49,3145,Voters,Online Panel,1,Recent
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,48,3145,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Kamala Harris,DEM,50,8647,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Donald Trump,REP,46,8647,Voters,Online Panel,1,Recent
Ipsos,2.8,NA,Kamala Harris,DEM,45,807,Voters,Probability Panel,1,Recent
Ipsos,2.8,NA,Donald Trump,REP,42,807,Voters,Probability Panel,1,Recent
Ipsos,2.8,NA,Kamala Harris,DEM,47,769,Voters,Probability Panel,1,Recent
Ipsos,2.8,NA,Donald Trump,REP,44,769,Voters,Probability Panel,1,Recent
Ipsos,2.8,NA,Kamala Harris,DEM,41,938,Adults,Probability Panel,1,Recent
Ipsos,2.8,NA,Donald Trump,REP,37,938,Adults,Probability Panel,1,Recent
Trafalgar Group,0.7,Arizona,Kamala Harris,DEM,46,1090,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Recent
Trafalgar Group,0.7,Arizona,Donald Trump,REP,47.5,1090,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Recent
Trafalgar Group,0.7,North Carolina,Kamala Harris,DEM,44.6,1085,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Recent
Trafalgar Group,0.7,North Carolina,Donald Trump,REP,46.5,1085,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Recent
Trafalgar Group,0.7,Nevada,Kamala Harris,DEM,45.6,1088,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Recent
Trafalgar Group,0.7,Nevada,Donald Trump,REP,44.8,1088,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Recent
Morning Consult,1.9,NA,Kamala Harris,DEM,50,8901,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Donald Trump,REP,46,8901,Voters,Online Panel,1,Recent
Elway,1.9,Washington,Kamala Harris,DEM,57,401,Voters,Live Phone/Text-to-Web,0,Recent
Elway,1.9,Washington,Donald Trump,REP,32,401,Voters,Live Phone/Text-to-Web,0,Recent
Morning Consult,1.9,NA,Kamala Harris,DEM,50,8902,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Donald Trump,REP,46,8902,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Kamala Harris,DEM,51,2010,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Donald Trump,REP,49,2010,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Kamala Harris,DEM,51,1692,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Donald Trump,REP,49,1692,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Kamala Harris,DEM,51,1622,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Donald Trump,REP,49,1622,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Kamala Harris,DEM,49,2010,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Donald Trump,REP,46,2010,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Kamala Harris,DEM,49,1692,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Donald Trump,REP,48,1692,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Kamala Harris,DEM,49,1622,Voters,Online Panel,1,Recent
HarrisX,1.5,NA,Donald Trump,REP,49,1622,Voters,Online Panel,1,Recent
YouGov,3,NA,Kamala Harris,DEM,51,2712,Voters,Online Panel,1,Recent
YouGov,3,NA,Donald Trump,REP,48,2712,Voters,Online Panel,1,Recent
MRG (Marketing Resource Group),1.8,Michigan,Kamala Harris,DEM,44.9,600,Voters,Live Phone,0,Recent
MRG (Marketing Resource Group),1.8,Michigan,Donald Trump,REP,44,600,Voters,Live Phone,0,Recent
Morning Consult,1.9,NA,Kamala Harris,DEM,50,9556,Voters,Online Panel,1,Recent
Morning Consult,1.9,NA,Donald Trump,REP,46,9556,Voters,Online Panel,1,Recent
Marist,2.9,NA,Kamala Harris,DEM,52,1401,Voters,Online Panel/Text-to-Web,1,Recent
Marist,2.9,NA,Donald Trump,REP,47,1401,Voters,Online Panel/Text-to-Web,1,Recent
Marist,2.9,NA,Kamala Harris,DEM,51,1708,Voters,Online Panel/Text-to-Web,1,Recent
Marist,2.9,NA,Donald Trump,REP,48,1708,Voters,Online Panel/Text-to-Web,1,Recent
RMG Research,2.3,NA,Kamala Harris,DEM,50,2945,Voters,Online Panel,1,Recent
RMG Research,2.3,NA,Donald Trump,REP,47,2945,Voters,Online Panel,1,Recent
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,50,857,Voters,Live Phone,0,Recent
Siena/NYT,3,Pennsylvania,Donald Trump,REP,47,857,Voters,Live Phone,0,Recent
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,49,857,Voters,Live Phone,0,Recent
Siena/NYT,3,Pennsylvania,Donald Trump,REP,45,857,Voters,Live Phone,0,Recent
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,50,857,Voters,Live Phone,0,Recent
Siena/NYT,3,Pennsylvania,Donald Trump,REP,47,857,Voters,Live Phone,0,Recent
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,49,857,Voters,Live Phone,0,Recent
Siena/NYT,3,Pennsylvania,Donald Trump,REP,45,857,Voters,Live Phone,0,Recent
Siena/NYT,3,Arizona,Kamala Harris,DEM,46,808,Voters,Live Phone,0,Recent
Siena/NYT,3,Arizona,Donald Trump,REP,51,808,Voters,Live Phone,0,Recent
Siena/NYT,3,Arizona,Kamala Harris,DEM,45,808,Voters,Live Phone,0,Recent
Siena/NYT,3,Arizona,Donald Trump,REP,50,808,Voters,Live Phone,0,Recent
Siena/NYT,3,Arizona,Kamala Harris,DEM,45,808,Voters,Live Phone,0,Recent
Siena/NYT,3,Arizona,Donald Trump,REP,51,808,Voters,Live Phone,0,Recent
Siena/NYT,3,Arizona,Kamala Harris,DEM,44,808,Voters,Live Phone,0,Recent
Siena/NYT,3,Arizona,Donald Trump,REP,49,808,Voters,Live Phone,0,Recent
RMG Research,2.3,Georgia,Kamala Harris,DEM,47,731,Voters,Online Panel,0,Recent
RMG Research,2.3,Georgia,Donald Trump,REP,50,731,Voters,Online Panel,0,Recent
UMass Amherst/YouGov,2.4,Massachusetts,Kamala Harris,DEM,56,700,Adults,Online Panel,0,Recent
